"","Date","MSFT","MCD","WFC","XOM","GOOG","AAL","JPM","GE","AMZN","IBM"
"1","2015-01-02",46.76,93.26,54.7,92.83,524.81,53.91,62.49,25.06,308.52,162.06
"2","2015-01-05",46.325,92.23,53.2,90.29,513.87,53.875,60.55,24.6,302.19,159.51
"3","2015-01-06",45.65,92.4,52.09,89.81,501.96,53.04,58.98,24.07,295.29,156.07
"4","2015-01-07",46.23,94.01,52.4,90.72,501.1,53.01,59.07,24.08,298.42,155.05
"5","2015-01-08",47.59,94.36,53.56,92.23,502.68,53.66,60.39,24.37,300.46,158.42
"6","2015-01-09",47.19,93.21,52.68,92.1,496.17,52.02,59.34,24.03,296.93,159.11
"7","2015-01-12",46.6,93.01,52.05,90.33,492.55,49.58,58.83,23.98,291.41,156.44
"8","2015-01-13",46.355,92.83,51.85,90,496.18,50.4,58.84,23.86,294.74,156.81
"9","2015-01-14",45.955,91.54,51.25,89.74,500.87,49.41,56.81,23.78,293.27,155.8
"10","2015-01-15",45.48,91.38,50.72,88.96,501.79,49.41,54.99,23.58,286.95,154.57
"11","2015-01-16",46.24,91.49,51.64,91.12,508.08,49.81,55.93,23.59,290.74,157.14
"12","2015-01-20",46.39,90.8,52,91.09,506.9,52.75,55.71,23.85,289.44,156.95
"13","2015-01-21",45.92,90.34,52.1,91.87,518.04,53.67,55.89,24.04,297.25,152.09
"14","2015-01-22",47.13,90.89,53.77,92.87,534.39,55.59,57.59,24.28,310.32,155.39
"15","2015-01-23",47.18,89.56,53.26,90.89,539.95,55.69,56.68,24.48,312.39,155.87
"16","2015-01-26",47.01,90.67,53.58,91.76,535.21,55.45,56.77,24.59,309.66,156.36
"17","2015-01-27",42.66,89.57,52.97,90.95,518.63,52.695,56.2,24.38,306.75,153.67
"18","2015-01-28",41.19,88.78,52.16,87.95,510,50.62,54.75,23.84,303.91,151.55
"19","2015-01-29",42.01,93.27,52.76,87.58,510.66,52.24,55.67,24.08,311.78,155.48
"20","2015-01-30",40.4,92.44,51.92,87.42,534.52,49.08,54.38,23.89,354.53,153.31
"21","2015-02-02",41.28,92.51,52.81,89.58,528.48,48.72,55.47,24.21,364.47,154.66
"22","2015-02-03",41.6,93.92,53.45,92.25,529.24,47.5,56.72,24.47,363.55,158.47
"23","2015-02-04",41.84,94.05,53.03,91.46,522.76,49.46,56.38,24.16,364.75,156.96
"24","2015-02-05",42.45,94.34,53.67,92.36,527.58,48.81,56.77,24.5,373.89,157.91
"25","2015-02-06",42.41,93.99,54.45,91.5,531,48.145,57.89,24.52,374.28,156.72
"26","2015-02-09",42.36,92.72,54.21,91.56,527.83,46.53,57.82,24.64,370.56,155.75
"27","2015-02-10",42.6,94.02,54.57,91.01,536.94,48.05,58.46,24.72,372.995,158.56
"28","2015-02-11",42.38,94.21,53.9,90.6,535.97,47.59,58.37,24.77,375.14,158.2
"29","2015-02-12",43.09,95.09,54.86,92.37,542.93,47.88,59.57,24.89,377.17,158.52
"30","2015-02-13",43.87,95.65,55.33,93.37,549.01,48.39,59.67,25.15,381.83,160.4
"31","2015-02-17",43.58,94.35,55.37,93.05,542.84,48.01,60.1,25.17,375.43,160.96
"32","2015-02-18",43.53,94.58,54.52,91.01,539.7,49.31,59.37,25.25,373.37,162.19
"33","2015-02-19",43.5,94.19,54.56,89.44,542.87,49.78,59.23,25.01,378.995,163.89
"34","2015-02-20",43.855,94.19,54.83,89.92,538.95,51.02,59.8,25.21,383.66,163.65
"35","2015-02-23",44.15,94.31,55.1,89.01,531.91,51.31,59.35,25.17,380.14,162.91
"36","2015-02-24",44.09,94.98,55.37,89.42,536.09,51.52,60.82,25.39,378.59,164.83
"37","2015-02-25",43.99,98.66,55.33,89.6,543.87,49.73,61.14,25.91,385.37,162.81
"38","2015-02-26",44.055,99.51,55.15,88.65,555.48,49.35,61.58,25.89,384.8,160.87
"39","2015-02-27",43.85,98.9,54.79,88.54,558.4,47.9,61.28,25.99,380.16,161.94
"40","2015-03-02",43.88,100,55.55,88.04,571.34,48.31,61.77,26.11,385.655,160.48
"41","2015-03-03",43.28,99.74,55.45,87.62,573.64,48.77,61.97,25.86,384.61,161.03
"42","2015-03-04",43.055,100.25,54.82,87.18,573.37,48.95,62.13,25.66,382.72,159.42
"43","2015-03-05",43.11,99.11,54.84,86.74,575.33,48.395,62,25.82,387.83,161.18
"44","2015-03-06",42.36,97.13,54.59,85.63,567.685,47.995,60.89,25.42,380.09,158.5
"45","2015-03-09",42.85,97.71,54.67,85.16,568.85,47.92,61.5,25.64,378.56,160.77
"46","2015-03-10",42.03,96.29,53.29,84.26,555.01,46.735,59.96,25.17,369.51,157.81
"47","2015-03-11",41.98,94.96,53.7,84.02,551.18,47.39,60.24,25.19,366.37,156.8
"48","2015-03-12",41.02,96.25,55.59,84.22,555.51,48.68,61.37,25.4,374.24,157.98
"49","2015-03-13",41.38,96.35,55.34,83.87,547.32,49.22,61,25.04,370.58,154.28
"50","2015-03-16",41.56,97.15,55.73,84.76,554.51,50.22,61.85,25.45,373.35,157.08
"51","2015-03-17",41.695,96.17,55.91,84.08,550.84,53.69,61.61,25.31,371.92,156.96
"52","2015-03-18",42.5,97,56.17,86.07,559.5,54.13,61.75,25.64,375.135,159.81
"53","2015-03-19",42.285,95.98,55.51,84.41,557.99,55.19,61.2,25.33,373.24,159.81
"54","2015-03-20",42.88,97.05,56.01,84.54,560.36,55.76,61.75,25.4,378.49,162.88
"55","2015-03-23",42.855,98.62,55.78,85.43,558.81,54.395,61.14,25.47,375.11,164.63
"56","2015-03-24",42.9,99.36,55.35,84.52,570.19,53.93,60.46,25.27,374.09,163
"57","2015-03-25",41.46,98.14,54.54,84.86,558.785,52.01,59.61,24.91,370.96,159.2
"58","2015-03-26",41.21,97.64,54.5,84.32,555.17,51.265,59.54,24.8,367.35,160.59
"59","2015-03-27",40.97,96.96,54.12,83.58,548.34,52.66,59.55,24.86,370.56,160.4
"60","2015-03-30",40.96,97.88,54.77,85.63,552.03,53.64,60.96,25.12,374.59,162.67
"61","2015-03-31",40.655,97.44,54.4,85,548,52.78,60.58,24.81,372.1,160.5
"62","2015-04-01",40.72,96.29,53.94,84.46,542.56,50.44,59.95,24.84,370.255,159.18
"63","2015-04-02",40.29,95.83,54.37,84.3,535.53,49.175,60.52,24.94,372.25,160.45
"64","2015-04-06",41.545,96.28,54.08,85.13,536.765,48.08,60.47,25.18,377.04,162.04
"65","2015-04-07",41.53,96.35,54.02,85.75,537.02,47.495,60.85,25.02,374.41,162.07
"66","2015-04-08",41.42,96.85,54,84.06,541.61,48.74,61.05,25.01,381.2,161.85
"67","2015-04-09",41.48,96.55,54.19,84.65,540.78,47.84,61.47,25.73,383.54,162.34
"68","2015-04-10",41.72,97.8,54.32,85.56,540.01,47.73,61.7,28.51,382.65,162.86
"69","2015-04-13",41.76,97.44,54.59,85.34,539.17,47.79,62.07,27.63,382.36,162.38
"70","2015-04-14",41.65,97.58,54.19,86.63,530.39,47.42,63.04,27.73,385.11,162.3
"71","2015-04-15",42.255,96.44,54.81,88.08,532.53,47.75,64.21,27.46,383.45,164.13
"72","2015-04-16",42.16,95.63,54.81,87.73,533.8,48.24,63.81,27.28,386.04,163.13
"73","2015-04-17",41.615,94.88,54.05,86.93,524.05,48.19,62.84,27.25,375.56,160.67
"74","2015-04-20",42.905,96.18,54.36,87.24,535.38,49.76,63.24,27.02,389.51,166.16
"75","2015-04-21",42.635,94.87,54.28,86.88,533.97,51.36,62.31,26.62,391.18,164.26
"76","2015-04-22",42.985,97.84,54.67,87.46,539.365,51.4,62.94,26.91,389.8,165.36
"77","2015-04-23",43.34,97,54.86,87.54,547,51.45,62.8,26.85,389.99,170.24
"78","2015-04-24",47.87,98.74,54.7,86.97,565.06,52.705,62.6,26.8,445.1,169.78
"79","2015-04-27",48.03,96.44,54.97,87.01,555.37,51.87,62.34,26.88,438.56,170.73
"80","2015-04-28",49.155,96.83,55.41,87.8,553.68,51.19,62.76,27.12,429.31,173.92
"81","2015-04-29",49.06,97.02,55.46,87.87,549.08,48.88,63.6,27.09,429.37,174.4
"82","2015-04-30",48.64,96.55,55.1,87.37,537.34,48.285,63.26,27.08,421.78,171.29
"83","2015-05-01",48.655,97.8,55.19,88.85,537.9,49.39,63.61,27.31,422.87,173.67
"84","2015-05-04",48.24,96.13,55.73,89.11,540.78,48.95,64.72,27.27,423.04,173.97
"85","2015-05-05",47.6,96.13,55.72,88.61,530.8,47.005,64.4,26.92,421.19,173.08
"86","2015-05-06",46.28,96.39,54.92,88.19,524.22,47.045,63.92,26.81,419.1,170.05
"87","2015-05-07",46.7,96.78,54.81,87.6,530.7,49.06,64.5,27.04,426.88,170.99
"88","2015-05-08",47.75,98.23,56.05,88.99,538.22,49.04,65.49,27.36,433.69,172.68
"89","2015-05-11",47.37,97.51,55.51,86.78,535.7,49.645,65.45,26.92,432.85,171.12
"90","2015-05-12",47.35,97.95,55.47,87.02,529.04,48.85,65.36,27.03,431.02,170.55
"91","2015-05-13",47.625,97.35,55.6,86.56,529.62,48.49,65.52,27.21,426.87,172.28
"92","2015-05-14",48.72,97.71,56.04,86.97,538.4,48.815,66.05,27.41,432.28,174.05
"93","2015-05-15",48.295,98.04,55.52,87.35,533.85,48.665,65.88,27.27,426,173.26
"94","2015-05-18",48.01,98.02,55.75,86.85,532.3,49,66.42,27.31,425.24,173.06
"95","2015-05-19",47.58,100.68,56.4,86.99,537.36,47.85,67.01,27.35,421.71,173.48
"96","2015-05-20",47.58,100.11,56.08,87.13,539.27,43.06,66.48,27.64,423.86,173.76
"97","2015-05-21",47.42,99.28,56.01,87.21,542.51,42.47,66.65,27.72,431.63,173.34
"98","2015-05-22",46.9,98.99,56,86.52,540.11,42.61,66.47,27.68,427.63,172.22
"99","2015-05-26",46.59,98.46,55.66,85.35,532.32,41.555,65.73,27.52,425.47,170.13
"100","2015-05-27",47.61,98.66,56.07,85.11,539.79,42.24,66.47,27.52,431.42,172
"101","2015-05-28",47.45,96.48,56.21,85.11,539.78,41.97,66.2,27.63,426.57,171.71
"102","2015-05-29",46.86,95.93,55.96,85.2,532.11,42.37,65.78,27.27,429.23,169.65
"103","2015-06-01",47.23,96.22,56.04,85.13,533.99,44.18,66.08,27.28,430.92,170.18
"104","2015-06-02",46.92,96.29,56.18,85.14,539.18,43.775,66.02,27.33,430.99,169.65
"105","2015-06-03",46.85,96.52,56.91,84.95,540.31,43.13,66.7,27.53,436.59,169.92
"106","2015-06-04",46.36,96.31,56.14,84.22,536.7,42.17,66.33,27.26,430.78,168.38
"107","2015-06-05",46.14,95.54,56.61,84.28,533.33,41.72,67.42,27.29,426.95,167.4
"108","2015-06-08",45.73,95.32,56.12,84.85,526.83,39.86,66.89,27.24,423.5,165.34
"109","2015-06-09",45.65,94.73,56.7,84.58,526.69,40.325,67.18,27.33,425.48,165.68
"110","2015-06-10",46.61,95.3,57.21,85.21,536.69,40.43,68.26,27.63,430.77,168.92
"111","2015-06-11",46.44,95.59,57.26,85.09,534.61,40.02,68.52,27.51,432.97,168.78
"112","2015-06-12",45.97,95.06,57.09,84.02,532.33,40.705,68.25,27.39,429.92,166.99
"113","2015-06-15",45.475,94.3,56.98,83.72,527.2,40.07,67.99,27.21,423.67,166.26
"114","2015-06-16",45.83,94.63,57.22,84.68,528.15,39.48,68.37,27.22,427.26,166.84
"115","2015-06-17",45.97,95.22,57.17,84.73,529.26,39.88,68.14,27.27,427.81,167.17
"116","2015-06-18",46.72,96.17,57.7,85.48,536.73,39.975,68.78,27.37,439.39,168.25
"117","2015-06-19",46.1,96.08,57.05,85.21,536.69,41.56,68.08,27.24,434.92,166.99
"118","2015-06-22",46.23,96.87,57.91,85.17,538.19,43.03,68.96,27.42,436.29,167.73
"119","2015-06-23",45.91,97.18,57.89,85.07,540.48,42.725,69.75,27.55,445.99,168.62
"120","2015-06-24",45.635,96.64,57.54,84.68,537.84,42.24,69.02,27.26,440.84,166.97
"121","2015-06-25",45.65,95.79,57.17,83.93,535.23,42.24,68.65,27.04,440.1,166.08
"122","2015-06-26",45.26,97.29,57.44,83.86,531.69,41.44,68.95,27.09,438.1,165.46
"123","2015-06-29",44.37,95.44,56.06,82.82,521.52,39.75,67.2,26.64,429.86,162.97
"124","2015-06-30",44.15,95.07,56.24,83.2,520.51,39.935,67.76,26.57,434.09,162.66
"125","2015-07-01",44.445,95.76,56.91,82.37,521.84,38.8,68.07,26.66,437.39,164.49
"126","2015-07-02",44.4,96.17,56.74,83.14,523.4,39.03,67.52,26.78,437.71,165.09
"127","2015-07-06",44.39,95.65,56.44,82.53,522.86,39.73,67.33,26.31,436.04,164.73
"128","2015-07-07",44.3,96.68,56.25,82.87,525.02,40.675,66.8,26.47,436.72,165
"129","2015-07-08",44.24,95.84,55.25,81.97,516.83,39.31,65.43,25.89,429.7,163.16
"130","2015-07-09",44.52,96.49,55.5,81.6,520.68,39.67,66.11,26.02,434.39,163.85
"131","2015-07-10",44.61,97.65,56.08,82.22,530.13,41.21,67.05,26.27,443.51,166.95
"132","2015-07-13",45.54,98.43,56.74,82.42,546.55,42.42,68.09,26.47,455.57,169.38
"133","2015-07-14",45.62,98.78,57.25,83.11,561.1,42.06,69.04,26.66,465.57,168.61
"134","2015-07-15",45.76,99.07,57.78,82.76,560.22,41.54,69.19,26.77,461.19,168.53
"135","2015-07-16",46.66,97.86,58.17,82.91,579.85,41.39,69.56,27.04,475.48,171
"136","2015-07-17",46.62,97.5,57.94,82.61,672.93,41.4,69.21,27.24,483.01,172.51
"137","2015-07-20",46.92,97.49,58.05,81.76,663.02,40.55,69.26,27.14,488.1,173.22
"138","2015-07-21",47.28,97.32,57.95,81.66,662.3,40.9,69.1,26.85,488,163.07
"139","2015-07-22",45.54,97.58,58.52,81.79,662.1,41.43,70.08,26.63,488.27,160.35
"140","2015-07-23",46.11,97.09,58.21,81.14,644.28,42.61,69.64,26.26,482.18,161.73
"141","2015-07-24",45.94,96.1,57.78,79.94,623.56,39.63,68.91,25.75,529.42,159.75
"142","2015-07-27",45.35,96.04,57.59,79.26,627.26,40.14,68.01,25.95,531.41,159.07
"143","2015-07-28",45.34,97.33,57.4,82.48,628,41.17,68.05,26.1,526.03,160.05
"144","2015-07-29",46.29,98.21,57.96,83.14,631.93,40.73,68.94,26.26,529,161.09
"145","2015-07-30",46.88,99.17,58.15,83.01,632.59,40.27,69.04,26.12,536.76,160.96
"146","2015-07-31",46.7,99.86,57.87,79.21,625.61,40.1,68.53,26.1,536.15,161.99
"147","2015-08-03",46.81,99.42,57.91,78.06,631.21,41.71,68.53,25.87,535.03,158.71
"148","2015-08-04",47.54,99.14,57.82,77.17,629.25,42.74,68.46,25.9,531.9,157.6
"149","2015-08-05",47.58,99.8,57.65,77.17,643.78,42.96,68.73,26.1,537.01,157.9
"150","2015-08-06",46.62,99.35,57.53,78.09,642.68,42.18,68.25,26.03,529.46,156.32
"151","2015-08-07",46.74,98.92,57.47,76.83,635.3,41.49,68.05,25.79,522.62,155.12
"152","2015-08-10",47.33,99.39,57.94,78.75,633.73,41.68,68.89,26.24,524,156.75
"153","2015-08-11",46.41,98.81,57.21,77.49,660.78,42.7,68.23,25.71,527.46,155.51
"154","2015-08-12",46.74,98.28,56.72,78.79,659.56,42.52,67.24,25.86,525.91,156.16
"155","2015-08-13",46.73,99.37,56.89,78.65,656.45,42.67,67.55,25.79,529.66,155.07
"156","2015-08-14",47,99.27,57.33,78.36,657.12,42.88,67.89,26.08,531.52,155.75
"157","2015-08-17",47.32,100.66,57.35,78.77,660.87,43.95,68.07,26.21,535.22,156.31
"158","2015-08-18",47.27,100.76,57.54,77.9,656.13,43.63,68.21,26.07,535.02,156.01
"159","2015-08-19",46.61,101.1,57.06,76.23,660.9,43.53,67.6,25.73,532.92,153.94
"160","2015-08-20",45.66,99.76,56.12,74.57,646.83,41.98,65.94,25.19,515.78,152.66
"161","2015-08-21",43.07,97.13,53.97,72.13,612.48,39.75,63.6,24.59,494.47,148.85
"162","2015-08-24",41.68,92.87,51.25,68.72,589.61,37.62,60.25,23.87,463.37,143.47
"163","2015-08-25",40.47,91.21,50.02,68.71,582.06,37.5,59.91,23.27,466.37,140.96
"164","2015-08-26",42.71,95.15,52.3,72.5,628.62,38.85,62.91,24.01,500.77,146.7
"165","2015-08-27",43.9,97.33,54.03,74.85,637.61,39.03,64.48,25.01,518.37,148.54
"166","2015-08-28",43.93,96.25,53.54,75.07,630.38,38.62,64.13,25.16,518.01,147.98
"167","2015-08-31",43.52,95.02,53.33,75.24,618.25,38.98,64.1,24.82,512.89,147.89
"168","2015-09-01",41.82,93.47,50.99,72.08,597.79,39.2,61.45,23.88,496.54,142.68
"169","2015-09-02",43.36,96.04,51.99,73.23,614.34,41.51,62.57,24.57,510.55,145.05
"170","2015-09-03",43.5,96.01,52.43,73.79,606.25,40.89,62.68,24.51,504.72,146.78
"171","2015-09-04",42.61,94.85,51.29,72.46,600.7,40.6,61.5,24,499,143.7
"172","2015-09-08",43.89,96.78,52.93,73.5,614.66,40.8,63.16,24.96,517.54,147.23
"173","2015-09-09",43.07,95.43,52.19,72,612.72,41,62.18,24.55,516.89,145.05
"174","2015-09-10",43.29,95.25,52.56,72.52,621.35,41.21,62.66,24.68,522.24,146.2
"175","2015-09-11",43.48,97.41,52.62,72.69,625.77,42.15,62.56,24.95,529.44,147.37
"176","2015-09-14",43.04,96.97,52.77,72.49,623.24,42.29,62.38,24.77,521.38,145.65
"177","2015-09-15",43.98,98.19,53.47,72.86,635.14,42.64,63.58,25.3,522.37,147.53
"178","2015-09-16",44.3,98.69,53.72,74.3,635.98,43.06,64.14,25.93,527.39,148.41
"179","2015-09-17",44.25,97.84,52.21,74.46,642.9,43.99,62.65,25.35,538.87,148.14
"180","2015-09-18",43.48,97.05,51.04,72.68,629.25,43.49,60.94,24.8,540.26,144.51
"181","2015-09-21",44.11,97.9,51.55,73.39,635.44,43.23,61.45,25.09,548.39,146.48
"182","2015-09-22",43.9,97.2,50.69,72.74,622.69,41.19,60.91,25.11,538.4,144.43
"183","2015-09-23",43.87,97.38,50.78,72.3,622.36,41.24,60.64,25.14,536.07,143.66
"184","2015-09-24",43.91,97.29,50.55,72.73,625.8,40.25,60.22,24.91,533.75,144.41
"185","2015-09-25",43.94,97.59,51.48,73.23,611.97,40.24,61.47,24.92,524.25,145.42
"186","2015-09-28",43.29,95.96,50.37,72.6,594.89,39.08,59.98,24.31,504.06,142.52
"187","2015-09-29",43.44,97.48,50.89,72.97,594.97,39.18,59.84,24.57,496.07,142.47
"188","2015-09-30",44.26,98.53,51.35,74.35,608.42,38.83,60.97,25.22,511.89,144.97
"189","2015-10-01",44.61,98.78,51.44,74.06,611.29,39.2,61.42,25.19,520.72,143.59
"190","2015-10-02",45.57,99.79,51.26,75.88,626.91,38.63,60.81,25.47,532.54,144.58
"191","2015-10-05",46.63,101.17,52.41,76.81,641.47,40.19,62.02,26.82,543.68,149.04
"192","2015-10-06",46.75,101.9,52.03,77.89,645.44,38.13,62.05,27.29,537.48,148.78
"193","2015-10-07",46.8,101.77,52.19,79.2,642.36,39.31,62.13,27.77,541.94,150.09
"194","2015-10-08",47.45,102.95,52.54,80.03,639.16,39.74,62.13,28.03,533.16,152.28
"195","2015-10-09",47.11,102.76,52.14,79.26,643.61,42.42,61.93,28.07,539.8,152.39
"196","2015-10-12",47,103.24,52.18,79.3,646.67,43.84,61.72,28.09,550.19,151.14
"197","2015-10-13",46.89,103.38,51.86,79.16,652.3,43.41,61.55,27.87,548.9,149.62
"198","2015-10-14",46.68,102.82,51.5,80.16,651.16,43.8,59.99,27.6,544.83,150.01
"199","2015-10-15",47.01,103.66,52.69,81.48,661.74,44.46,61.89,28.03,562.44,150.09
"200","2015-10-16",47.51,104.82,52.88,82.48,662.2,43.71,62.43,28.98,570.76,150.39
"201","2015-10-19",47.62,104.49,52.56,80.99,666.1,44.45,62.22,28.99,573.15,149.22
"202","2015-10-20",47.77,103.84,53.08,80.83,650.28,44.79,62.52,28.78,560.88,140.64
"203","2015-10-21",47.2,102.54,53.12,80.21,642.61,44.31,62.06,28.85,555.77,140.92
"204","2015-10-22",48.03,110.87,54.06,82.89,651.79,45.99,63.19,29.58,563.91,144.09
"205","2015-10-23",52.87,112.59,54.75,82.98,702,45.67,63.87,29.51,599.03,144.68
"206","2015-10-26",54.25,112.18,54.29,81.22,712.78,46.47,63.9,29.55,608.61,143.66
"207","2015-10-27",53.69,111.64,54.12,81.09,708.49,46.46,63.64,29.46,611.01,137.86
"208","2015-10-28",53.98,112.94,55.45,82.28,712.95,45.86,65.5,29.39,617.1,140.83
"209","2015-10-29",53.36,112.62,55.09,82.23,716.92,45.86,65.21,29.34,626.55,140.55
"210","2015-10-30",52.64,112.25,54.14,82.74,710.81,46.22,64.25,28.92,625.9,140.08
"211","2015-11-02",53.24,112.11,54.85,85.28,721.11,46.47,65.54,29.4,628.35,140.37
"212","2015-11-03",54.15,112.08,54.93,86.85,722.16,46.5,65.78,29.59,625.31,141.88
"213","2015-11-04",54.4,112.4,54.58,85.98,728.11,45.63,65.85,29.54,640.95,141.63
"214","2015-11-05",54.38,112.85,54.86,84.81,731.25,45.6,66.44,29.64,655.65,139.89
"215","2015-11-06",54.92,113.31,55.85,84.47,733.76,45.34,68.46,29.92,659.37,138.25
"216","2015-11-09",54.16,112.93,55.47,81.95,724.89,44.65,67.39,29.75,655.49,135.31
"217","2015-11-10",53.51,113.22,55.91,82.35,728.32,44.49,67.68,30.12,659.68,135.47
"218","2015-11-11",53.65,113.85,55.8,81.62,735.4,44.39,67.35,30.67,673.25,135.02
"219","2015-11-12",53.32,112.11,55.17,79.41,731.23,43.9,66,30.16,665.6,133.04
"220","2015-11-13",52.84,109.97,54.57,78.1,717,43.45,65.56,30.28,642.35,131.75
"221","2015-11-16",53.765,111.06,55.27,80.9,728.96,42.83,66.51,30.36,647.81,133.71
"222","2015-11-17",52.97,110.94,54.96,79.96,725.3,42.3,66.13,30.32,643.3,133.82
"223","2015-11-18",53.85,112.53,55.67,80.74,740,41.75,67.45,30.52,663.54,135.82
"224","2015-11-19",53.94,113.3,55.97,80.3,738.41,42.3,67.66,30.27,661.27,136.74
"225","2015-11-20",54.19,113.91,55.82,79.79,756.6,42.2,67.54,30.66,668.45,138.5
"226","2015-11-23",54.19,114.47,55.6,80.28,755.98,42.3,66.88,30.59,678.99,138.46
"227","2015-11-24",54.25,114.28,55.28,81.88,748.28,41.23,66.78,30.66,671.15,138.6
"228","2015-11-25",53.69,114.4,55.22,81.25,748.15,41.31,66.86,30.36,675.34,138
"229","2015-11-27",53.93,114.23,55.39,81.23,750.26,41.69,67.17,30.36,673.26,138.46
"230","2015-11-30",54.35,114.16,55.1,81.66,742.6,41.26,66.68,29.94,664.8,139.42
"231","2015-12-01",55.22,114.45,55.71,81.89,767.04,43.26,67.61,30.17,679.06,141.28
"232","2015-12-02",55.21,113.72,55.08,79.55,762.38,43.82,66.66,29.97,676.01,139.7
"233","2015-12-03",54.2,113.39,54.2,78.41,752.54,43.27,65.8,30.03,666.25,138.92
"234","2015-12-04",55.91,116.2,55.67,78.86,766.81,44.97,67.89,30.49,672.64,140.43
"235","2015-12-07",55.81,116.42,55.42,76.8,763.25,45.78,67,30.37,669.83,139.55
"236","2015-12-08",55.79,116.53,54.4,74.63,762.37,44.55,65.96,30.19,677.33,138.05
"237","2015-12-09",54.98,116.58,54.12,75.63,751.61,43.65,65.46,30.47,664.79,136.61
"238","2015-12-10",55.27,117.2,54.34,75.69,749.46,44.09,65.61,30.65,662.32,136.78
"239","2015-12-11",54.06,116.08,53.31,74.34,738.87,42.09,64.07,30.26,640.15,134.57
"240","2015-12-14",55.14,116.26,53.2,76.03,747.77,41.77,64.27,30.26,657.91,135.93
"241","2015-12-15",55.2,116.93,54.91,79.43,743.4,42.595,66.1,30.32,658.64,137.79
"242","2015-12-16",56.13,117.84,55.85,79.15,758.09,43.2,67.53,30.98,675.77,139.29
"243","2015-12-17",55.7,117.5,55.47,77.96,749.43,42.46,66.28,30.55,670.65,136.75
"244","2015-12-18",54.13,116.66,53.79,77.28,739.31,41.09,64.4,30.28,664.14,134.9
"245","2015-12-21",54.83,117.69,54.02,77.26,747.77,42.4,65.54,30.4,664.51,135.5
"246","2015-12-22",55.35,117.72,54.34,77.65,750,42.895,65.68,30.49,663.15,137.93
"247","2015-12-23",55.82,118.8,55.04,80.19,750.31,43.29,66.73,30.95,663.7,138.54
"248","2015-12-24",55.67,118.57,54.82,79.33,748.4,43.81,66.6,30.83,662.79,138.25
"249","2015-12-28",55.95,118.75,54.68,78.74,762.51,43.23,66.38,30.9,675.2,137.61
"250","2015-12-29",56.55,120.07,55.29,79.16,776.6,43.5,67.07,31.28,693.97,139.78
"251","2015-12-30",56.31,119.43,54.89,78.11,771,42.8,66.59,31.05,689.07,139.34
"252","2015-12-31",55.48,118.14,54.36,77.95,758.88,42.35,66.03,31.15,675.89,137.62
"253","2016-01-04",54.8,117.58,52.91,77.46,741.84,40.91,63.62,30.71,636.99,135.95
"254","2016-01-05",55.05,119.2,52.89,78.12,742.58,40.52,63.73,30.74,633.79,135.85
"255","2016-01-06",54.05,118.4,51.88,77.47,743.62,41.23,62.81,30.25,632.65,135.17
"256","2016-01-07",52.17,115.66,50.4,76.23,726.39,40.45,60.27,28.97,607.94,132.86
"257","2016-01-08",52.33,115.48,49.56,74.69,714.47,40.37,58.92,28.45,607.05,131.63
"258","2016-01-11",52.3,116.69,50.09,73.69,716.03,41.08,58.83,28.58,617.74,133.23
"259","2016-01-12",52.78,117.44,51.36,75.2,726.07,42,58.96,28.64,617.89,132.9
"260","2016-01-13",51.64,115.12,49.73,75.65,700.56,40.1,57.34,28.24,581.81,131.17
"261","2016-01-14",53.11,116.62,50.64,79.12,714.72,40.55,58.2,29.06,593,132.91
"262","2016-01-15",50.99,115.18,48.82,77.58,694.45,38.76,57.04,28.49,570.18,130.03
"263","2016-01-19",50.56,117.5,48.21,76.4,701.79,38.86,57.01,28.49,574.48,128.11
"264","2016-01-20",50.79,115.78,47.87,73.18,698.45,39.06,55.51,28,571.77,121.86
"265","2016-01-21",50.48,117.84,48.01,74.1,706.59,39.79,55.25,28.59,575.02,122.91
"266","2016-01-22",52.29,118.4,49.02,76.57,725.25,40.16,56.95,28.24,596.38,122.5
"267","2016-01-25",51.79,119.2,47.66,73.98,711.67,38.88,55.66,28.04,596.53,122.08
"268","2016-01-26",52.17,120.43,48.26,76.7,713.04,39.64,57.08,28.31,601.25,122.59
"269","2016-01-27",51.22,120.87,48.57,75.29,699.99,39.69,57.04,28,583.35,120.96
"270","2016-01-28",52.055,122.38,48.92,76.99,730.96,38.14,57.28,28.21,635.35,122.22
"271","2016-01-29",55.09,123.78,50.23,77.85,742.95,38.99,59.5,29.1,587,124.79
"272","2016-02-01",54.71,124.61,49.94,76.29,752,39.38,58.86,28.64,574.81,124.83
"273","2016-02-02",53,123.95,48.83,74.59,764.65,37.03,57.03,28.24,552.1,122.94
"274","2016-02-03",52.16,121.47,47.6,78.48,726.95,37.51,57.41,28.67,531.07,124.72
"275","2016-02-04",52,120.66,48.25,79.83,708.01,38.21,58.4,29.18,536.26,127.65
"276","2016-02-05",50.16,115.4,47.86,80.08,683.57,36.75,57.75,28.54,502.13,128.57
"277","2016-02-08",49.41,116.05,46.5,81.16,682.74,35.55,56.54,28.17,488.1,126.98
"278","2016-02-09",49.28,117.01,46.45,80.08,678.11,36.19,56.2,28.28,482.07,124.07
"279","2016-02-10",49.71,117.54,46.17,79.35,684.12,37.12,55.52,28.3,490.48,120.19
"280","2016-02-11",49.69,116.73,45.16,79.6,683.11,36.49,53.07,27.45,503.82,117.85
